prefix,rate
1303955,0.00225
1303956,0.00363
1303957,0.00244
1303960,0.00469
1303961,0.00371
1303962,0.00381
1303963,0.0024
1303964,0.00282
1303965,0.00279
1303966,0.00233
1303967,0.00264
1303968,0.00334
1303969,0.00281
1303971,0.00281
1303972,0.00277
1303973,0.00291
1303974,0.00224
1303975,0.00282
1303977,0.00273
1303978,0.00288
1303979,0.00285
1303980,0.00302
1303981,0.00189
1303982,0.00293
1303984,0.0029
1303985,0.0027
1303986,0.00287
1303987,0.00301
1303988,0.00278
1303989,0.00283
1303990,0.00365
1303991,0.0022
1303992,0.00269
1303993,0.00338
1303994,0.00339
1303995,0.00377
1303996,0.0045
1303997,0.00242
1303998,0.00243
1303999,0.00244
1304200,0.00297
1304201,0.00359
1304202,0.0062
1304203,0.00395
1304204,0.00374
1304205,0.00335
1304206,0.00306
1304207,0.00307
1304208,0.00289
1304209,0.00403
1304210,0.00299
1304212,0.00305
1304213,0.00274
1304214,0.0054
1304215,0.00315
1304216,0.00418
1304217,0.00548
1304218,0.0031
1304219,0.00547
1304220,0.00302
1304221,0.00546
1304222,0.00314
1304223,0.00329
1304224,0.00309
1304225,0.0034
1304226,0.00464
1304227,0.00436
1304228,0.00203
1304229,0.00326
1304230,0.00343
1304231,0.00285
1304232,0.00311
1304233,0.00332
1304234,0.00324
1304235,0.00319
1304236,0.00283
1304237,0.00317
1304238,0.00317
1304239,0.00275
1304240,0.00387
1304241,0.00321
1304242,0.00334
1304243,0.00326
1304244,0.00282
1304245,0.00314
1304246,0.00526
1304247,0.00317
1304248,0.00394
1304249,0.00289
1304250,0.00295
1304251,0.00449
1304252,0.00311
1304253,0.00328
1304254,0.00258
1304255,0.00315
1304256,0.003
1304257,0.00457
1304258,0.00341
1304259,0.00422
1304260,0.0033
1304261,0.00411
1304262,0.00301
1304263,0.0028
1304264,0.00329
1304265,0.00309
1304266,0.00222
1304267,0.00324
1304268,0.00397
1304269,0.003
1304270,0.00271
1304271,0.00288
1304272,0.00436
1304273,0.003
1304274,0.00325
1304275,0.00326
1304276,0.00413
1304277,0.0032
1304278,0.00301
1304279,0.00379
1304280,0.0041
1304281,0.00411
1304282,0.00415
1304283,0.0039
1304284,0.00281
1304285,0.00287
1304286,0.00442
1304287,0.00461
1304288,0.00199
1304289,0.00458
1304290,0.00193
1304291,0.00327
1304292,0.00309
1304293,0.00304
1304294,0.00324
1304295,0.00324
1304296,0.00314
1304297,0.00412
1304298,0.00427
1304299,0.00396
1304300,0.00416
1304301,0.00354
1304302,0.00328
1304303,0.00402
1304305,0.0041
1304306,0.00337
1304307,0.00341
1304308,0.00229
1304309,0.00527
1304310,0.0055
1304312,0.00431
1304313,0.00546
1304314,0.00556
1304315,0.00554
1304316,0.00549
1304317,0.00545
1304318,0.00554
1304319,0.00363
1304320,0.00321
1304321,0.00334
1304322,0.0035
1304323,0.00412
1304324,0.00395
1304325,0.00421
1304326,0.00333
1304327,0.0041
1304328,0.00443
1304329,0.00302
1304330,0.0054
1304331,0.0053
1304332,0.0042
1304333,0.00332
1304334,0.00457
1304335,0.00453
1304336,0.00277
1304337,0.00328
1304338,0.00422
1304339,0.00413
1304340,0.00285
1304341,0.00274
1304342,0.00311
1304343,0.00306
1304344,0.00313
1304345,0.00335
1304346,0.00297
1304347,0.00296
1304348,0.00318
1304349,0.00602
1304350,0.00411
1304351,0.00281
1304352,0.00352
1304353,0.00282
1304354,0.00418
1304355,0.0034
1304356,0.0031
1304357,0.0031
1304358,0.00288
1304359,0.00272
1304360,0.00235
1304361,0.00493
1304362,0.00295
1304363,0.00308
1304364,0.00317
1304365,0.00377
1304366,0.00302
1304367,0.00282
1304368,0.00317
1304369,0.00322
1304370,0.00556
1304371,0.00549
1304372,0.00317
1304373,0.00278
1304374,0.00399
1304375,0.00296
1304376,0.00416
1304377,0.0023
1304378,0.00528
1304379,0.00433
1304380,0.00312
1304381,0.00341
1304382,0.00259
1304383,0.00388
1304384,0.00395
1304385,0.00424
1304386,0.00461
1304387,0.00316
1304388,0.00306
1304389,0.00418
1304390,0.00343
1304391,0.00493
1304392,0.00428
1304393,0.00316
1304394,0.00303
1304395,0.00317
1304396,0.00223
1304397,0.00286
1304398,0.00328
1304399,0.00348
1304400,0.00393
1304401,0.00546
1304402,0.00541
1304403,0.00554
1304404,0.00536
1304405,0.00513
1304406,0.00542
1304407,0.0055
1304408,0.0055
1304409,0.00219
1304410,0.00323
1304412,0.00312
1304413,0.00602
1304414,0.00355
1304415,0.00294
1304416,0.0032
1304417,0.00307
1304418,0.0054
1304419,0.00318
1304420,0.00288
1304421,0.00299
1304422,0.00322
1304423,0.0065
1304424,0.003
1304425,0.00427
1304426,0.00318
1304427,0.00347
1304428,0.00326
1304429,0.0033
1304430,0.00367
1304431,0.00389
1304432,0.00436
1304433,0.00298
1304434,0.01131
1304435,0.0042
1304436,0.00409
1304437,0.00305
1304438,0.00304
1304439,0.00354
1304440,0.00298
1304441,0.00316
1304442,0.00305
1304443,0.00458
1304444,0.00312
1304445,0.00302
1304446,0.00321
1304447,0.00335
1304448,0.00391
1304449,0.00307
1304450,0.00516
1304451,0.00298
1304452,0.00448
1304453,0.00308
1304454,0.00313
1304455,0.00337
1304456,0.00458
1304457,0.00313
1304458,0.00288
1304459,0.00292
1304460,0.00221
1304461,0.00342
1304462,0.00305
1304463,0.00447
1304464,0.00287
1304465,0.00328
1304466,0.00327
1304467,0.00389
1304468,0.00506
1304469,0.00339
1304470,0.00221
1304471,0.00327
1304472,0.00317
1304473,0.00305
1304474,0.00597
1304475,0.00314
1304476,0.00401
1304477,0.00616
1304478,0.00467
1304479,0.00229
1304480,0.00287
1304481,0.00232
1304482,0.00393
1304483,0.00229
1304484,0.00304
1304485,0.00314
1304486,0.00311
1304487,0.00412
1304488,0.00391
1304489,0.00303
1304490,0.00381
1304491,0.002
1304492,0.00452
1304493,0.00459
1304494,0.00206
1304495,0.006
1304496,0.00424
1304497,0.00395
1304498,0.00578
1304499,0.00589
1304500,0.003
1304501,0.00337
1304502,0.0053
1304503,0.00547
1304504,0.00545
1304505,0.0055
1304506,0.00546
1304507,0.00555
1304508,0.00552
1304509,0.00528
1304510,0.00553
1304512,0.00303
1304513,0.00221
1304514,0.00303
1304515,0.00331
1304516,0.00371
1304517,0.00388
1304518,0.0038
1304519,0.00221
1304520,0.0033
1304521,0.00281
1304522,0.00318
1304523,0.003
1304524,0.00336
1304525,0.00326
1304526,0.00274
1304527,0.00304
1304528,0.00303
1304529,0.00302
1304530,0.00865
1304531,0.00411
1304532,0.00414
1304533,0.00219
1304534,0.00291
1304535,0.00367
1304536,0.00309
1304537,0.00464
1304538,0.0046
1304539,0.00212
1304540,0.00493
1304541,0.00406
1304542,0.00218
1304543,0.0021
1304544,0.00212
1304545,0.00432
1304546,0.00434
1304547,0.00282
1304548,0.00304
1304549,0.00415
1304550,0.00426
1304551,0.00224
1304552,0.00411
1304553,0.00228
1304554,0.00587
1304556,0.00324
1304557,0.00212
1304558,0.0028
1304559,0.0029
1304560,0.00481
1304561,0.0027
1304562,0.00307
1304563,0.00216
1304564,0.0029
1304565,0.00421
1304566,0.0031
1304567,0.01199
1304568,0.00279
1304569,0.00606
1304570,0.00586
1304571,0.00634
1304572,0.0042
1304573,0.0021
1304574,0.00329
1304575,0.00209
1304576,0.00313
1304577,0.0031
1304578,0.00179
1304579,0.00399
1304580,0.00278
1304581,0.00274
1304582,0.00204
1304583,0.00319
1304584,0.00285
1304585,0.0041
1304586,0.00294
1304587,0.00409
1304588,0.00224
1304589,0.00416
1304590,0.00204
1304591,0.00284
1304592,0.00302
1304593,0.00416
1304594,0.00314
1304595,0.00294
1304596,0.00364
1304597,0.00364
1304598,0.00288
1304599,0.00283
1304600,0.00332
1304601,0.00229
1304602,0.00554
1304603,0.00549
1304604,0.0051
1304605,0.0055
1304606,0.0055
1304607,0.00549
1304608,0.00532
1304609,0.00556
1304610,0.00313
1304612,0.00191
1304613,0.00169
1304614,0.00174
1304615,0.0032
1304616,0.00342
1304617,0.00334
1304618,0.0018
1304619,0.00207
1304620,0.00337
1304621,0.00163
1304622,0.00291
1304623,0.00294
1304624,0.00316
1304625,0.00269
1304626,0.00279
1304627,0.00282
1304628,0.00633
1304629,0.00379
1304630,0.00337
1304631,0.00497
1304632,0.00302
1304633,0.00409
1304634,0.00432
1304635,0.00273
1304636,0.00297
1304637,0.00298
1304638,0.00392
1304639,0.00205
1304640,0.00414
1304641,0.00401
1304642,0.00401
1304643,0.0079
1304644,0.004
1304645,0.00331
1304646,0.0043
1304647,0.00315
1304648,0.00316
1304649,0.004
1304650,0.00222
1304651,0.00421
1304652,0.00303
1304653,0.00383
1304654,0.00413
1304655,0.00428
1304656,0.00395
1304657,0.00383
1304658,0.00291
1304659,0.00299
1304660,0.00181
1304661,0.00209
1304662,0.00428
1304663,0.00206
1304664,0.00309
1304665,0.00403
1304666,0.00265
1304667,0.00202
1304668,0.00398
1304669,0.00187
1304670,0.00419
1304671,0.00226
1304672,0.00163
1304673,0.00412
1304674,0.00325
1304675,0.00307
1304676,0.0023
1304677,0.00196
1304678,0.00166
1304679,0.00316
1304680,0.00172
1304682,0.0029
1304683,0.00333
1304684,0.00424
1304685,0.00374
1304686,0.00408
1304687,0.00415
1304688,0.0041
1304689,0.00159
1304690,0.00296
1304691,0.00269
1304692,0.0016
1304693,0.00333
1304694,0.00189
1304695,0.00378
1304696,0.00293
1304697,0.00311
1304698,0.00196
1304699,0.00225
1304701,0.00185
1304702,0.00192
1304703,0.004
1304704,0.00388
1304705,0.00316
1304706,0.00345
1304707,0.00319
1304708,0.00272
1304709,0.0061
1304710,0.00206
1304712,0.00211
1304713,0.00534
1304714,0.0055
1304715,0.00535
1304716,0.00262
1304717,0.00337
1304718,0.00492
1304719,0.00418
1304720,0.0041
1304721,0.00282
1304722,0.00324
1304723,0.00308
1304724,0.00349
1304725,0.00378
1304726,0.00289
1304727,0.00333
1304728,0.00374
1304729,0.0036
1304730,0.00224
1304731,0.0029
1304732,0.00295
1304733,0.00316
1304734,0.0035
1304735,0.00447
1304736,0.0034
1304737,0.00297
1304738,0.00322
1304739,0.00441
1304740,0.00343
1304741,0.00296
1304742,0.00304
1304743,0.00333
1304744,0.00327
1304745,0.0029
1304746,0.00317
1304747,0.003
1304748,0.00324
1304749,0.0048
1304750,0.00351
1304751,0.00298
1304752,0.00305
1304753,0.00321
1304754,0.00351
1304755,0.00297
1304756,0.00293
1304757,0.003
1304758,0.00314
1304759,0.0029
1304760,0.0027
1304761,0.00298
1304762,0.00301
1304763,0.00316
1304764,0.00368
1304765,0.00311
1304766,0.00319
1304767,0.00282
1304768,0.00336
1304769,0.00272
1304770,0.00422
1304771,0.00401
1304772,0.00328
1304773,0.00268
1304774,0.00324
1304775,0.00407
1304776,0.00299
1304777,0.00417
1304778,0.00458
1304779,0.00333
1304780,0.00419
1304781,0.00325
1304782,0.00297
1304783,0.00429
1304784,0.00219
1304785,0.00213
1304786,0.00416
1304787,0.00307
1304788,0.00349
1304789,0.00316
1304790,0.00398
1304791,0.00321
1304792,0.00308
1304793,0.00351
1304794,0.00291
1304795,0.00449
1304796,0.005
1304797,0.0028
1304798,0.0066
1304799,0.00465
1304800,0.0035
1304801,0.00535
1304802,0.00549
1304803,0.00555
1304804,0.00527
1304805,0.00484
1304806,0.00531
1304807,0.00231
1304808,0.00934
1304809,0.00366
1304810,0.00235
1304812,0.00291
1304813,0.00226
1304814,0.00281
1304815,0.00593
1304816,0.00229
1304817,0.00354
1304818,0.00351
1304819,0.00317
1304820,0.00388
1304821,0.00308
1304822,0.00476
1304823,0.00296
1304824,0.00709
1304825,0.00272
1304826,0.00323
1304827,0.0039
1304828,0.0037
1304829,0.00304
1304830,0.00213
1304831,0.00366
1304832,0.00305
1304833,0.00315
1304834,0.00302
1304835,0.00365
1304836,0.00315
1304837,0.00299
1304838,0.00357
1304839,0.00388
1304840,0.00225
1304841,0.00225
1304842,0.00294
1304843,0.00289
1304844,0.00364
1304845,0.00334
1304846,0.00299
1304847,0.00474
1304848,0.00326
1304849,0.00422
1304850,0.00337
1304851,0.00196
1304852,0.00326
1304853,0.00289
1304854,0.0032
1304855,0.00318
1304856,0.00435
1304857,0.00344
1304858,0.00346
1304859,0.00232
1304860,0.00229
1304861,0.00329
1304862,0.00412
1304863,0.0032
1304864,0.00423
1304865,0.00338
1304866,0.00461
1304867,0.00216
1304868,0.00346
1304869,0.00573
1304870,0.00331
1304871,0.00397
1304872,0.00346
1304873,0.00307
1304874,0.00374
1304875,0.00934
1304876,0.00365
1304877,0.0032
1304878,0.00305
1304879,0.00595
1304880,0.00286
1304881,0.00223
1304882,0.00433
1304883,0.00347
1304884,0.00303
1304885,0.0022
1304886,0.00335
1304887,0.00309
1304888,0.0032
1304889,0.00453
1304890,0.00429
1304891,0.00358
1304892,0.00275
1304893,0.00266
1304894,0.00286
1304895,0.00399
1304896,0.00221
1304897,0.01348
1304898,0.00391
1304899,0.00357
1304900,0.00599
1304901,0.00494
1304902,0.00229
1304903,0.00225
1304904,0.00223
1304905,0.00306
1304906,0.00226
1304907,0.00232
1304908,0.00224
1304909,0.00293
1304910,0.00305
1304912,0.00322
1304913,0.00308
1304914,0.00389
1304915,0.00224
1304916,0.00394
1304917,0.00316
1304918,0.00312
1304919,0.00464
1304920,0.00205
1304921,0.00185
1304922,0.00295
1304923,0.00412
1304924,0.00313
1304925,0.00326
1304926,0.00292
1304927,0.00312
1304928,0.0022
1304929,0.00354
1304930,0.00317
1304931,0.00227
1304932,0.00221
1304933,0.00222
1304934,0.00323
1304935,0.00279
1304936,0.00221
1304937,0.00303
1304938,0.0032
1304939,0.00203
1304940,0.00399
1304941,0.00281
1304942,0.00292
1304943,0.00275
1304944,0.00219
1304945,0.00224
1304946,0.00305
1304947,0.00453
1304948,0.00364
1304949,0.00313
1304951,0.0034
1304952,0.0033
1304953,0.00317
1304954,0.00285
1304955,0.00285
1304956,0.00221
1304957,0.00278
1304960,0.00221
1304961,0.002
1304962,0.00223
1304963,0.00208
1304964,0.00227
1304965,0.0032
1304966,0.00225
1304967,0.00306
1304968,0.00283
1304969,0.00354
1304970,0.00347
1304971,0.00337
1304972,0.00298
1304973,0.00342
1304974,0.00309
1304975,0.00211
1304977,0.00342
1304978,0.00351
1304979,0.00327
1304980,0.00297
1304981,0.00357
1304982,0.00536
1304983,0.00613
1304984,0.00291
1304985,0.00943
1304986,0.00293
1304987,0.00496
1304988,0.00287
1304989,0.00218
1304990,0.00465
1304991,0.00226
1304992,0.00287
1304993,0.00413
1304994,0.00421
1304995,0.00361
1304996,0.00341
1304997,0.00215
1304999,0.00298
1305200,0.00299
1305201,0.0028
1305202,0.00392
1305203,0.00322
1305204,0.00247
1305205,0.00406
1305206,0.00388
1305207,0.00325
1305208,0.00364
1305209,0.00283
1305210,0.00293
1305212,0.00401
1305213,0.00407
1305214,0.00273
1305215,0.00408
1305216,0.00357
1305217,0.00294
1305218,0.00333
1305219,0.00358
1305220,0.00333
1305221,0.00336
1305222,0.00283
1305223,0.00309
1305224,0.00336
1305225,0.00307
1305226,0.00312
1305227,0.00315
1305228,0.0031
1305229,0.0031
1305230,0.00316
1305231,0.00312
1305232,0.0031
1305233,0.00321
1305234,0.00335
1305235,0.00321
1305236,0.0027
1305237,0.00288
1305238,0.00309
1305239,0.00331
1305240,0.00199
1305241,0.00392
1305242,0.00317
1305243,0.003
1305244,0.00454
1305245,0.00351
1305246,0.00323
1305247,0.00329
1305248,0.00328
1305249,0.00307
1305250,0.00317
1305251,0.00319
1305252,0.00324
1305253,0.00317
1305254,0.00312
1305255,0.00319
1305256,0.00323
1305257,0.00309
1305258,0.0032
1305259,0.00328
1305260,0.00282
1305261,0.00301
1305262,0.00307
1305263,0.00288
1305264,0.00314
1305265,0.00294
1305266,0.00285
1305267,0.00284
1305268,0.00275
1305269,0.0029
1305270,0.00325
1305271,0.00315
1305272,0.00364
1305273,0.00335
1305274,0.00324
1305275,0.00326
1305276,0.0041
1305277,0.00365
1305278,0.00316
1305279,0.00317
1305280,0.00432
1305281,0.00392
1305282,0.00398
1305283,0.00413
1305284,0.00291
1305285,0.00314
1305286,0.00435
1305287,0.00408
1305288,0.00403
1305289,0.00321
1305290,0.00453
1305291,0.00396
1305292,0.00311
1305293,0.00333
1305294,0.00328
1305295,0.00311
1305296,0.00323
1305297,0.00391
1305298,0.004
1305299,0.00407
1305300,0.00475
1305301,0.00396
1305302,0.00408
1305303,0.00482
1305304,0.00416
1305305,0.00455
1305306,0.00316
1305307,0.00338
1305308,0.00402
1305309,0.0029
1305310,0.00407
1305312,0.00396
1305313,0.00403
1305314,0.00405
1305315,0.00408
1305316,0.00444
1305317,0.00413
1305318,0.00397
1305319,0.00412
1305320,0.00538
1305321,0.0034
1305322,0.00401
1305323,0.00403
1305324,0.00318
1305325,0.0032
1305326,0.00299
1305327,0.00267
1305328,0.00239
1305329,0.00295
1305330,0.00234
1305331,0.00392
1305332,0.00408
1305333,0.00417
1305335,0.00395
1305336,0.00396
1305338,0.00411
1305340,0.00201
1305341,0.00412
1305342,0.00405
1305343,0.00392
1305344,0.00256
1305345,0.00368
1305346,0.00432
1305347,0.00281
1305348,0.00309
1305349,0.00267
1305350,0.00292
1305351,0.00332
1305352,0.00367
1305353,0.004
1305354,0.00307
1305355,0.00273
1305356,0.00223
1305357,0.00222
1305358,0.0029
1305359,0.00239
1305360,0.00344
1305361,0.00322
1305362,0.00308
1305363,0.00244
1305364,0.00306
1305365,0.00312
1305366,0.00394
1305367,0.00315
1305368,0.00384
1305369,0.00408
1305370,0.0045
1305371,0.00278
1305372,0.00294
1305373,0.00288
1305374,0.00292
1305375,0.00281
1305376,0.00279
1305377,0.00281
1305378,0.00325
1305379,0.00285
1305380,0.00322
1305381,0.00272
1305382,0.00305
1305383,0.00328
1305384,0.00356
1305385,0.0032
1305386,0.00319
1305387,0.00325
1305388,0.00321
1305389,0.0023
1305390,0.00246
1305392,0.00295
1305393,0.00406
1305394,0.0041
1305395,0.00381
1305396,0.0025
1305397,0.00205
1305398,0.00392
1305399,0.00493
1305400,0.00302
1305401,0.00225
1305402,0.00242
1305403,0.00462
1305405,0.00477
1305406,0.00317
1305407,0.0039
1305408,0.00318
1305409,0.00395
1305410,0.00291
1305412,0.00314
1305413,0.00441
1305414,0.0032
1305415,0.00293
1305416,0.00305
1305417,0.0048
1305418,0.0031
1305420,0.0048
1305421,0.00412
1305422,0.00244
1305423,0.00352
1305424,0.00271
1305425,0.00236
1305426,0.00283
1305427,0.0037
1305428,0.00412
1305430,0.00312
1305431,0.00409
1305432,0.00229
1305433,0.0041
1305434,0.00411
1305435,0.00281
1305436,0.00291
1305437,0.00302
1305438,0.00304
1305439,0.00404
1305440,0.00263
1305441,0.00307
1305442,0.00302
1305443,0.00324
1305444,0.00324
1305445,0.00316
1305446,0.00347
1305447,0.00309
1305448,0.0032
1305450,0.00403
1305451,0.00326
1305453,0.0032
1305454,0.00223
1305455,0.00442
1305456,0.00236
1305457,0.00439
1305458,0.00412
1305459,0.00398
1305460,0.00307
1305461,0.00294
1305463,0.0029
1305465,0.00412
1305466,0.00314
1305467,0.00358
1305468,0.00276
1305469,0.00395
1305470,0.00297
1305471,0.00299
1305472,0.00274
1305473,0.00257
1305474,0.00331
1305475,0.00276
1305476,0.0032
1305477,0.00303
1305478,0.00271
1305479,0.00382
1305480,0.0032
1305481,0.00378
1305482,0.0027
1305483,0.00403
1305484,0.00407
1305485,0.00304
1305486,0.00276
1305487,0.00316
1305488,0.00412
1305489,0.00249
1305490,0.00484
1305491,0.00469
1305492,0.00314
1305493,0.00313
1305494,0.00343
1305495,0.0039
1305496,0.00398
1305497,0.00483
1305498,0.00403
1305499,0.00292
1305500,0.00265
1305501,0.00263
1305502,0.00353
1305503,0.00387
1305504,0.0045
1305505,0.00409
1305506,0.00351
1305507,0.00355
1305508,0.00335
1305509,0.00399
1305510,0.00404
1305512,0.00287
1305513,0.00303
1305514,0.00263
1305515,0.00327
1305516,0.00288
1305517,0.00301
1305519,0.00356
1305520,0.00312
1305521,0.00331
1305522,0.00346
1305523,0.00307
1305524,0.00253
1305525,0.00345
1305526,0.0033
1305527,0.0036
1305528,0.00366
1305529,0.00329
1305530,0.00291
1305531,0.00343
1305532,0.0032
1305533,0.00282
1305534,0.00322
1305535,0.00312
1305536,0.00306
1305537,0.00237
1305538,0.00333
1305539,0.00319
1305540,0.00399
1305541,0.00301
1305542,0.00409
1305543,0.00386
1305544,0.00376
1305545,0.00326
1305546,0.00403
1305547,0.00288
1305548,0.00307
1305549,0.00323
1305550,0.00327
1305551,0.00321
1305552,0.00309
1305553,0.00307
1305554,0.00329
1305556,0.00307
1305557,0.00303
1305558,0.00299
1305559,0.00326
1305560,0.00324
1305562,0.00408
1305563,0.00196
1305565,0.00254
1305566,0.0027
1305567,0.00332
1305568,0.00251
1305569,0.0033
1305570,0.00383
1305571,0.00285
1305572,0.00286
1305573,0.00314
1305574,0.00241
1305575,0.00283
1305576,0.00313
1305577,0.00274
1305578,0.00277
1305579,0.00285
1305580,0.00288
1305581,0.00369
1305582,0.00395
1305583,0.00377
1305584,0.00271
1305585,0.00303
1305586,0.00409
1305587,0.00408
1305588,0.00402
1305590,0.00351
1305591,0.0029
1305592,0.00293
1305593,0.00288
1305594,0.00277
1305595,0.00328
1305596,0.00328
1305597,0.00295
1305598,0.00319
1305599,0.00305
1305600,0.0022
1305601,0.00351
1305602,0.00253
1305603,0.0029
1305604,0.00303
1305605,0.00288
1305606,0.00398
1305607,0.00407
1305608,0.00407
1305609,0.00374
1305610,0.00355
1305612,0.00674
1305613,0.00404
1305614,0.00281
1305615,0.00317
1305616,0.00413
1305617,0.00287
1305618,0.00278
1305619,0.0022
1305620,0.00319
1305621,0.00318
1305622,0.00307
1305623,0.00315
1305624,0.00316
1305625,0.00324
1305626,0.00318
1305627,0.00313
1305628,0.00314
1305629,0.00315
1305630,0.00327
1305631,0.00302
1305632,0.00409
1305633,0.00318
1305634,0.00317
1305635,0.00314
1305636,0.00304
1305637,0.00313
1305638,0.0033
1305639,0.00261
1305640,0.00312
1305641,0.00395
1305642,0.00313
1305643,0.00313
1305644,0.00294
1305646,0.00286
1305647,0.00245
1305648,0.00316
1305649,0.00306
1305650,0.00316
1305651,0.0033
1305652,0.00315
1305653,0.00316
1305654,0.00318
1305655,0.00315
1305656,0.00401
1305657,0.00367
1305658,0.00358
1305659,0.00381
1305660,0.00363
1305661,0.00302
1305662,0.00314
1305663,0.00315
1305664,0.00326
1305665,0.00312
1305666,0.00323
1305667,0.00295
1305668,0.00295
1305669,0.00316
1305670,0.00323
1305671,0.00286
1305672,0.00317
1305673,0.00316
1305674,0.00307
1305675,0.00226
1305676,0.00388
1305677,0.00301
1305678,0.00342
1305679,0.0027
1305680,0.00393
1305681,0.00325
1305682,0.00311
1305683,0.00429
1305684,0.00329
1305685,0.00317
1305687,0.00324
1305688,0.00314
1305689,0.00303
1305690,0.00332
1305691,0.00326
1305692,0.00325
1305693,0.00313
1305694,0.00314
1305695,0.00316
1305696,0.00321
1305697,0.00321
1305698,0.00313
1305699,0.00332
1305702,0.00342
1305704,0.00339
1305705,0.00314
1305706,0.00284
1305707,0.00317
1305708,0.00285
1305709,0.00385
1305710,0.00239
1305712,0.00388
1305713,0.00311
1305714,0.0035
1305715,0.00293
1305716,0.00289
1305717,0.00295
1305718,0.00283
1305719,0.00361
1305720,0.00359
1305721,0.00455
1305722,0.00409
1305723,0.00244
1305724,0.00376
1305725,0.00353
1305726,0.00379
1305727,0.00276
1305728,0.0042
1305729,0.00394
1305730,0.00389
1305731,0.00387
1305732,0.00406
1305733,0.00412
1305734,0.0039
1305735,0.00225
1305736,0.00394
1305737,0.00386
1305738,0.00405
1305739,0.00267
1305740,0.00312
1305741,0.00334
1305742,0.00337
1305743,0.00317
1305744,0.0029
1305745,0.00321
1305746,0.00479
1305747,0.00349
1305748,0.00222
1305749,0.00433
1305750,0.00375
1305751,0.00307
1305752,0.00308
1305753,0.00398
1305754,0.00312
1305755,0.00271
1305756,0.00301
1305757,0.00314
1305758,0.0032
1305759,0.00313
1305760,0.00236
1305761,0.00352
1305762,0.0031
1305763,0.00218
1305764,0.00464
1305766,0.00448
1305767,0.00224
1305768,0.00247
1305769,0.00318
1305770,0.00311
1305771,0.00321
1305772,0.00369
1305773,0.00411
1305774,0.00282
1305775,0.00401
1305776,0.00471
1305777,0.00448
1305778,0.00392
1305779,0.00402
1305780,0.00471
1305781,0.00404
1305782,0.00256
1305783,0.00486
1305785,0.00374
1305787,0.0033
1305788,0.00376
1305789,0.0028
1305790,0.00408
1305791,0.00314
1305792,0.0032
1305793,0.00406
1305794,0.00394
1305795,0.00304
1305796,0.00346
1305797,0.00345
1305798,0.00408
1305799,0.00393
1305800,0.00399
1305801,0.00336
1305802,0.00295
1305803,0.00355
1305804,0.00349
1305805,0.00312
1305806,0.0037
1305807,0.0022
1305808,0.00276
1305809,0.00318
1305810,0.00328
1305812,0.00399
1305814,0.00316
1305815,0.00409
1305816,0.00303
1305817,0.00297
1305818,0.00284
1305819,0.00321
1305820,0.00279
1305821,0.00314
1305822,0.00295
1305823,0.00307
1305824,0.00307
1305825,0.00302
1305826,0.00293
1305827,0.0028
1305828,0.0031
1305829,0.0029
1305830,0.00462
1305831,0.00232
1305832,0.00243
1305833,0.00503
1305834,0.0046
1305835,0.00309
1305836,0.00318
1305837,0.00389
1305838,0.00393
1305839,0.00391
1305840,0.00383
1305841,0.00379
1305842,0.00344
1305843,0.00389
1305844,0.00395
1305845,0.00529
1305846,0.00253
1305847,0.00231
1305848,0.00468
1305849,0.00206
1305850,0.00409
1305851,0.00247
1305852,0.00328
1305853,0.00292
1305854,0.00319
1305855,0.0036
1305856,0.00326
1305857,0.00324
1305858,0.00324
1305859,0.00291
1305860,0.00308
1305861,0.00326
1305862,0.00387
1305863,0.00316
1305864,0.00322
1305865,0.00328
1305866,0.00331
1305867,0.00318
1305868,0.00322
1305869,0.00343
1305870,0.00313
1305871,0.00314
1305872,0.00329
1305873,0.00337
1305874,0.00313
1305875,0.00265
1305876,0.00327
1305877,0.00407
1305878,0.00402
1305879,0.00477
1305880,0.00364
1305881,0.00389
1305882,0.00329
1305883,0.00327
1305884,0.0031
1305885,0.00302
1305886,0.00396
1305887,0.00325
1305888,0.00337
1305889,0.00313
1305890,0.00467
1305891,0.00338
1305892,0.00317
1305893,0.00327
1305894,0.00353
1305895,0.00317
1305896,0.00458
1305897,0.00398
1305898,0.00403
1305899,0.00327
1305900,0.00451
1305901,0.00325
1305902,0.00481
1305903,0.00401
1305904,0.00399
1305905,0.00396
1305906,0.00385
1305907,0.00344
1305908,0.00343
1305909,0.00352
1305910,0.00337
1305912,0.00317
1305913,0.00435
1305914,0.00398
1305915,0.00417
1305916,0.00371
1305917,0.00451
1305918,0.00278
1305919,0.00291
1305920,0.0028
1305921,0.00512
1305922,0.00446
1305923,0.00345
1305924,0.00462
1305925,0.00342
1305926,0.00359
1305927,0.00454
1305928,0.00459
1305929,0.00495
1305930,0.00476
1305931,0.0031
1305932,0.00319
1305933,0.00305
1305934,0.00392
1305935,0.00314
1305936,0.00315
1305937,0.00331
1305938,0.00321
1305940,0.00315
1305941,0.00288
1305942,0.00342
1305943,0.00316
1305944,0.00332
1305945,0.00319
1305946,0.00235
1305947,0.00323
1305948,0.00302
1305949,0.00309
1305951,0.00392
1305952,0.00322
1305953,0.00331
1305955,0.00356
1305956,0.00322
1305957,0.00309
1305960,0.00289
1305961,0.00281
1305962,0.0022
1305964,0.00379
1305965,0.00408
1305966,0.00403
1305967,0.00458
1305968,0.00215
1305969,0.00317
1305970,0.00349
1305971,0.00312
